event_cause,corridor,zone,priority,requires_road_closure_bool,hour_sin,hour_cos,dow_sin,dow_cos,is_weekend,latitude,longitude,distance_to_cbd,closure_min,severity
vehicle_breakdown,Bellary Road 1,Unknown,High,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0,12.9849833,77.5883633,1.6344040143524885,69.32987603333332,1
road_conditions,Non-corridor,Unknown,Low,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0,12.9842019,77.7336286,15.129426250466162,61.27697078333333,1
vehicle_breakdown,Non-corridor,Unknown,Low,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,12.9848257,77.7527586,17.200182970252428,36.41233746666667,0
tree_fall,Bellary Road 1,Unknown,High,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,12.9932986,77.5837571,2.683611134118483,1819.0784875333334,2
tree_fall,Bellary Road 1,Unknown,High,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,12.9937523,77.5842482,2.7065762207519497,1823.1111353833332,2
tree_fall,Bellary Road 1,Unknown,High,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,12.9938868,77.5841876,2.7229082403545974,1825.6380844833334,2
tree_fall,Non-corridor,Unknown,Low,1,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,13.0126766,77.5581246,6.039938957869159,22124.802723566667,2
vehicle_breakdown,Non-corridor,Unknown,Low,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0,12.9513113,77.4994888,10.55044391466093,83.22766023333334,1
tree_fall,Non-corridor,Unknown,Low,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,12.9165983,77.583705,6.228833768089302,321.23818236666665,2
vehicle_breakdown,West of Chord Road,Unknown,High,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0,12.9740913,77.5452252,5.3572648421504665,44.18835605,0
vehicle_breakdown,West of Chord Road,Unknown,High,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0,12.9740971,77.5449011,5.392369728638467,41.797760616666665,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0,12.9688926,77.569795,2.7046267121243965,26.158530816666666,0
pot_holes,Magadi Road,Unknown,High,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0,12.9838737,77.5286068,7.279749526785779,8639.783111666668,2
others,Non-corridor,Unknown,Low,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0,12.9595586,77.5162093,8.599296143022368,20609.415342416665,2
pot_holes,Non-corridor,Unknown,Low,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,12.9161187,77.5856548,6.244935631894137,5754.0936329333335,2
others,Non-corridor,Unknown,Low,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,12.9449039,77.4949618,11.197745351115229,15.88912515,0
tree_fall,Non-corridor,Unknown,Low,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,12.9873133,77.6163481,2.933582111659674,116.8119772,1
others,Mysore Road,Unknown,High,1,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,12.9613232,77.5644194,3.4642565132708465,13265.728999266667,2
others,Non-corridor,Unknown,Low,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,12.959419,77.5165897,8.561025656622098,17229.866743983333,2
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,12.8482637,77.6713737,16.041318616905183,83.47854003333333,1
vehicle_breakdown,Mysore Road,Unknown,High,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0,12.96672,77.6093294,1.6857758907254021,52.75157615,0
vehicle_breakdown,ORR North 1,Unknown,High,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,13.0253205,77.6400845,7.743883740457196,74.82553706666666,1
water_logging,Mysore Road,Unknown,High,0,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0,12.9641056,77.5825203,1.5517055340585169,8282.429940516666,2
vehicle_breakdown,Mysore Road,Unknown,High,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,12.9480512,77.5343585,7.033514612962026,47.68990556666667,0
tree_fall,Non-corridor,Unknown,Low,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,13.0078566,77.5920655,4.040891838297336,8.620181266666666,0
tree_fall,Non-corridor,Unknown,Low,1,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,13.0022504,77.5722138,4.183175886459323,8761.173063133332,2
tree_fall,Mysore Road,Unknown,High,1,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,12.9586724,77.5629452,3.719151378647402,13245.791290366667,2
vehicle_breakdown,ORR West 1,Unknown,High,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0,12.9238693,77.5536044,6.921367743043315,141.02791743333333,1
tree_fall,Mysore Road,Unknown,High,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,12.9601533,77.5633429,3.6182777412883422,13203.4163744,2
tree_fall,Non-corridor,Unknown,Low,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,12.9578001,77.5631189,3.740537916090454,13212.042736283332,2
construction,Bellary Road 1,Unknown,High,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,13.0331905,77.5901915,6.865186605388748,545.3734030166667,2
tree_fall,Non-corridor,Unknown,Low,1,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0,12.9392829,77.5596125,5.223786119854777,61.79462865,1
vehicle_breakdown,Mysore Road,Unknown,High,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0,12.9614398,77.5600867,3.9067663853312973,102.3569732,1
vehicle_breakdown,Bellary Road 2,Unknown,High,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,13.114305,77.60655,15.920786234070938,102.53794968333334,1
vehicle_breakdown,Magadi Road,Unknown,High,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,12.9900159,77.5025425,10.18276786372703,106.48373361666667,1
vehicle_breakdown,Hosur Road,Unknown,High,1,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0,12.9216832,77.6199372,6.192505647535138,75.3592525,1
pot_holes,Non-corridor,Unknown,Low,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,1,13.0161873,77.7093516,13.385132748600428,365.2268505833334,2
water_logging,ORR East 1,Unknown,High,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0,12.938565,77.6979933,11.790961600971846,49.972616783333336,0
vehicle_breakdown,Mysore Road,Unknown,High,1,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0,12.9690624,77.5872736,0.8425285140433889,111.6212591,1
tree_fall,Mysore Road,Unknown,High,1,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0,12.961311,77.55932,3.9904519868679587,13118.919869416666,2
vehicle_breakdown,Hosur Road,Unknown,High,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,12.8700974,77.6533824,12.960474401258038,52.83199456666667,0
water_logging,ORR East 1,Unknown,High,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0,12.9211317,77.6627683,9.277097062046975,9653.8610076,2
others,Non-corridor,Unknown,Low,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,12.9793286,77.5105419,9.148627649260135,81.46960444999999,1
others,Mysore Road,Unknown,High,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0,12.94819783,77.53467664,6.995446903462038,15.3042995,0
tree_fall,Non-corridor,Unknown,Low,1,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,13.022765,77.6014354,5.737288215242081,178.15932105,1
construction,Bellary Road 2,Unknown,High,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0,13.1511992,77.620242,20.162741086347996,31.910260883333333,0
pot_holes,Non-corridor,North Zone 2,Low,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0,13.1212507,77.6179465,16.83147992205608,1510.57253935,2
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0,12.9664142,77.5125512,8.909366839681132,11.80107465,0
vehicle_breakdown,Magadi Road,Unknown,High,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0,12.9758786,77.5643384,3.3133742292777413,24.504338233333332,0
tree_fall,Non-corridor,Unknown,Low,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0,12.9124656,77.5805324,6.749859949632675,1228.0686473666667,2
vehicle_breakdown,Tumkur Road,Unknown,High,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0,13.0378641,77.5222897,10.754871147611315,86.29591815,1
vehicle_breakdown,ORR North 1,Unknown,High,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,13.0436683,77.6067467,8.120966353780153,18.84050655,0
vehicle_breakdown,Bellary Road 1,Unknown,High,0,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,0,13.0145688,77.5835164,4.926517635801074,23.641425966666667,0
vehicle_breakdown,Tumkur Road,Unknown,High,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,13.0186759,77.5588615,6.511121451207823,36.504006333333336,0
vehicle_breakdown,Mysore Road,Unknown,High,1,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,12.9494883,77.5368741,6.721168123987786,23.382822833333332,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,13.0229482,77.601028,5.751978039231815,104.21347743333334,1
vehicle_breakdown,Bellary Road 1,Unknown,High,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,12.9928917,77.5854867,2.565200463337959,86.29412574999999,1
vehicle_breakdown,Old Airport Road,Unknown,High,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,12.9625233,77.6415686,5.188597020829235,70.8526748,1
vehicle_breakdown,Magadi Road,Unknown,High,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,12.9891874,77.5070709,9.683617227179335,72.9697583,1
construction,Bellary Road 2,Unknown,High,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,13.16120295,77.62691818,21.371525311101404,60.798384383333335,1
road_conditions,CBD 2,Unknown,High,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0,12.9844178,77.5970285,1.4493616278763057,40387.38096753333,2
others,Bannerghata Road,Unknown,High,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0,12.8569988,77.5889807,12.757617541507111,119.59072880000001,1
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,0,12.9446407,77.5969852,3.0088594463231524,78.98550595,1
vehicle_breakdown,ORR North 2,Unknown,High,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0,13.0414238,77.545608,9.405014588124592,138.03128305,1
vehicle_breakdown,Old Airport Road,Unknown,High,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0,12.95983785,77.64811735,5.944794081579381,28.376774483333335,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0,12.9197329,77.5835635,5.890064915728569,93.05635131666666,1
others,Magadi Road,Unknown,High,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,1,12.9875849,77.5182251,8.464248748516503,16403.151545516666,2
vehicle_breakdown,Hosur Road,Unknown,High,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0,12.8885722,77.640446,10.484350353279446,11.49699995,0
pot_holes,Non-corridor,Central Zone 2,Low,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,12.9858066,77.6051199,1.948018497613667,31510.201385300003,2
construction,Non-corridor,Unknown,Low,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0,13.0450698,77.6440587,9.770000962895717,9655.520589099999,2
others,Non-corridor,Unknown,Low,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,12.9679023,77.5680413,2.9070765838359014,199.88949181666666,1
vehicle_breakdown,Hosur Road,Unknown,High,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0,12.9013118,77.6322397,8.81613341728218,75.03727443333334,1
others,Hennur Main Road,Unknown,High,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,13.0379483,77.6257684,8.113703564667542,43.87439846666667,0
pot_holes,Non-corridor,South Zone 1,Low,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,12.8980705,77.5460958,9.72009241318195,11562.4573284,2
vehicle_breakdown,Tumkur Road,Unknown,High,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,13.0176948,77.553788,6.769326430532612,22.174727083333334,0
pot_holes,Non-corridor,South Zone 1,Low,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,12.8985649,77.5435672,9.825489104594666,11560.307439216667,2
tree_fall,Non-corridor,Unknown,Low,1,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0,12.9441328,77.5010682,10.58560250385662,105.48940756666666,1
tree_fall,Non-corridor,Unknown,Low,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0,12.8785528,77.6720521,13.323212008676373,2198.129693766667,2
vehicle_breakdown,Mysore Road,Unknown,High,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,12.9643404,77.5855854,1.2671955831273896,57.51257438333334,0
tree_fall,Non-corridor,Unknown,Low,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0,12.8785573,77.6719048,13.312770993980777,2195.455855816667,2
vehicle_breakdown,Tumkur Road,Unknown,High,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,13.0451384,77.5070153,12.526247368918586,33.33879541666667,0
vehicle_breakdown,Mysore Road,Unknown,High,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0,12.9474732,77.5340694,7.0866871259098785,39.6093981,0
vehicle_breakdown,Tumkur Road,Unknown,High,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0,13.0355513,77.5265219,10.245478546744849,10.150965166666667,0
tree_fall,Non-corridor,Unknown,Low,1,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0,12.92335,77.58296,5.511445003158816,66.3340463,1
vehicle_breakdown,ORR East 1,Unknown,High,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0,12.9390583,77.6946217,11.426850038000932,19.115834,0
others,Non-corridor,Unknown,Low,1,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0,13.0145576,77.5696436,5.4889014543835355,42.96236663333333,0
road_conditions,Non-corridor,Unknown,Low,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,12.9697862,77.7499252,16.83190322321558,1107.1190462833333,2
others,Non-corridor,Unknown,Low,0,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0,12.9228111,77.7365506,16.311504768240713,87.31756581666667,1
vehicle_breakdown,Mysore Road,Unknown,High,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0,12.96652735,77.60810502,1.5683263432244938,66.13607151666666,1
vehicle_breakdown,ORR East 1,Unknown,High,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,12.926187,77.6772301,10.280110657751633,13.551236183333334,0
vehicle_breakdown,Tumkur Road,Unknown,High,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0,13.029877,77.5377738,8.938577744516445,30.63011775,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,12.8353407,77.6791817,17.70895913402691,18.7735204,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,12.9163498,77.6122067,6.433014626271961,77.0688961,1
water_logging,Non-corridor,Unknown,Low,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0,12.9616717,77.6308433,4.079523417837446,820.8788695333334,2
construction,ORR East 1,Unknown,High,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,12.92001766,77.66562279,9.598774809113113,19427.48784265,2
others,Non-corridor,Unknown,Low,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,12.9827733,77.5622665,3.717266578003405,25.367629383333334,0
vehicle_breakdown,Mysore Road,Unknown,High,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,12.9520875,77.5407653,6.2240372455637685,15.771932999999999,0
accident,Old Airport Road,Unknown,High,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0,12.9595784,77.6492766,6.073682674718365,35.956496816666665,0
others,Mysore Road,Unknown,High,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,12.9379783,77.5214433,8.764916606670642,1922.4556106166667,2
others,Mysore Road,Unknown,High,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0,12.9357223,77.5134413,9.657307648132937,17.062712316666666,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0,13.0200506,77.7094059,13.555435959836856,35.281999049999996,0
others,Non-corridor,Unknown,Low,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,12.9137365,77.6774246,11.043603977665331,1.0946760500000001,0
others,Non-corridor,Unknown,Low,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,12.9137307,77.6775918,11.058710966087924,3015.3421913166667,2
vehicle_breakdown,ORR West 1,Unknown,High,0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,1,12.9061591,77.5856052,7.341696255219834,20.211203416666667,0
vehicle_breakdown,Bellary Road 1,Unknown,High,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,12.9964326,77.5846186,2.9655023028830656,141.64393971666667,1
accident,Non-corridor,Unknown,Low,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0,12.9735765,77.5693008,2.750140233932115,78.2774947,1
vehicle_breakdown,ORR West 1,Unknown,High,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,12.9354371,77.536311,7.487836924338525,36.08605643333333,0
vehicle_breakdown,Hosur Road,Unknown,High,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,12.8878816,77.6407286,10.566492569481648,31.520573033333335,0
construction,ORR East 2,Unknown,High,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,12.9692805,77.7006521,11.49447654895332,8801.107604216666,2
vehicle_breakdown,Tumkur Road,Unknown,High,0,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,1,13.0451892,77.5070112,12.530271218842566,132.2670364,1
vehicle_breakdown,Non-corridor,Unknown,Low,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,12.9898004,77.5721914,3.160878776882924,72.34147603333332,1
vehicle_breakdown,Hosur Road,Unknown,High,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,12.92227542,77.61942577,6.10893954674383,96.5241556,1
others,Non-corridor,Unknown,Low,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,12.913843,77.6774956,11.042965520144609,2522.9359043,2
water_logging,Non-corridor,Unknown,Low,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,12.9772269,77.751196,16.97967388511407,35883.953440833335,2
tree_fall,Non-corridor,Unknown,Low,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,13.0386532,77.5740578,7.781057928987583,508.2992390666667,2
vehicle_breakdown,ORR West 1,Unknown,High,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0,12.9154072,77.5653126,7.008234114544119,75.99775528333333,1
vehicle_breakdown,Old Airport Road,Unknown,High,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,1,12.961075,77.6373946,4.782611741472108,10.359373833333333,0
vehicle_breakdown,Bellary Road 1,Unknown,High,0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,1,13.03895,77.5895433,7.508990803296254,10.859754400000002,0
vehicle_breakdown,ORR North 1,Unknown,High,0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,1,12.9955054,77.6656028,8.13958251947778,80.29286535,1
vehicle_breakdown,ORR East 1,Unknown,High,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,1,12.9241031,77.6488026,7.899051217402057,16.53580991666667,0
others,Mysore Road,Unknown,High,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,12.9329717,77.5086981,10.2520061557582,36.87994801666667,0
water_logging,ORR West 1,Unknown,High,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,12.9062767,77.5854083,7.331604358431692,12971.988448166667,2
vehicle_breakdown,Non-corridor,Unknown,Low,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,1,12.9930661,77.6072646,2.753261132588801,83.28090113333333,1
vehicle_breakdown,Non-corridor,Unknown,Low,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1,12.9946463,77.757638,17.850458228104127,23.753298683333334,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,1,12.8404633,77.6521017,15.857788827360025,73.46585520000001,1
vehicle_breakdown,Magadi Road,Unknown,High,0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,1,12.990066,77.5051704,9.905161005144581,72.26638113333334,1
vehicle_breakdown,Bellary Road 1,Unknown,High,0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,1,13.0332299,77.5882243,6.887658600565356,92.67076003333334,1
vehicle_breakdown,Mysore Road,Unknown,High,0,0.0,1.0,-0.7818314824680299,0.6234898018587334,1,12.9559289,77.5459051,5.5569031667338775,14.5656122,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.0,1.0,-0.7818314824680299,0.6234898018587334,1,13.0198953,77.7095235,13.560284497120742,12.90432295,0
others,Bannerghata Road,Unknown,High,0,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,1,12.8854927,77.5965724,9.577080783930954,21814.1884831,2
vehicle_breakdown,Tumkur Road,Unknown,High,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,13.030071,77.536943,9.016355617283358,102.77983354999999,1
others,Bellary Road 2,Unknown,High,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,13.1025028,77.5994852,14.565344364311807,1654.0888025333334,2
vehicle_breakdown,Tumkur Road,Unknown,High,0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,1,13.0455545,77.505774,12.658430979507115,104.3606748,1
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,1,12.99601,77.75823,17.936212485444756,11.195320116666666,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,1,12.9519615,77.4996318,10.52004911553149,79.53191238333334,1
accident,Non-corridor,Unknown,Low,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,13.0982087,77.5712693,14.303313533368406,0.8491233333333333,0
